2025-09-16 14:19:25 | INFO | Updated author counts: {'Bob': 26, 'Charlie': 19, 'Eve': 21, 'Alice': 26}
2025-09-16 14:20:14 | INFO | Processed JSON message: {'message': 'I just found a story! It was boring.', 'author': 'Eve'}
2025-09-16 14:20:14 | INFO | Message received from author: Eve
2025-09-16 14:20:14 | INFO | Updated author counts: {'Bob': 29, 'Charlie': 24, 'Eve': 29, 'Alice': 27}
2025-09-16 14:20:14 | INFO | Chart updated successfully for message: {"message": "I just found a story! It was boring.", "author": "Eve"}

2025-09-16 14:20:17 | INFO | Processed JSON message: {'message': 'I just saw a meme! It was funny.', 'author': 'Alice'}
2025-09-16 14:20:17 | INFO | Message received from author: Alice
2025-09-16 14:20:17 | INFO | Updated author counts: {'Bob': 29, 'Charlie': 24, 'Eve': 29, 'Alice': 28}
2025-09-16 14:20:17 | INFO | Chart updated successfully for message: {"message": "I just saw a meme! It was funny.", "author": "Alice"}

2025-09-16 14:20:20 | INFO | Processed JSON message: {'message': 'I just tried a movie! It was funny.', 'author': 'Alice'}
2025-09-16 14:20:20 | INFO | Message received from author: Alice
2025-09-16 14:20:20 | INFO | Updated author counts: {'Bob': 29, 'Charlie': 24, 'Eve': 29, 'Alice': 29}
2025-09-16 14:20:20 | INFO | Chart updated successfully for message: {"message": "I just tried a movie! It was funny.", "author": "Alice"}

2025-09-16 14:20:23 | INFO | Processed JSON message: {'message': 'I just tried a movie! It was exciting.', 'author': 'Bob'}
2025-09-16 14:20:23 | INFO | Message received from author: Bob
2025-09-16 14:20:23 | INFO | Updated author counts: {'Bob': 30, 'Charlie': 24, 'Eve': 29, 'Alice': 29}
2025-09-16 14:20:23 | INFO | Chart updated successfully for message: {"message": "I just tried a movie! It was exciting.", "author": "Bob"}

2025-09-16 14:20:26 | INFO | Processed JSON message: {'message': 'I just tried an app! It was boring.', 'author': 'Charlie'}
2025-09-16 14:20:26 | INFO | Message received from author: Charlie
2025-09-16 14:20:26 | INFO | Updated author counts: {'Bob': 30, 'Charlie': 25, 'Eve': 29, 'Alice': 29}
2025-09-16 14:20:26 | INFO | Chart updated successfully for message: {"message": "I just tried an app! It was boring.", "author": "Charlie"}

2025-09-16 14:20:29 | INFO | Processed JSON message: {'message': 'I just tried a story! It was funny.', 'author': 'Eve'}
2025-09-16 14:20:29 | INFO | Message received from author: Eve
2025-09-16 14:20:29 | INFO | Updated author counts: {'Bob': 30, 'Charlie': 25, 'Eve': 30, 'Alice': 29}
2025-09-16 14:20:29 | INFO | Chart updated successfully for message: {"message": "I just tried a story! It was funny.", "author": "Eve"}

2025-09-16 14:20:31 | INFO | Processed JSON message: {'message': 'I just loved an app! It was boring.', 'author': 'Alice'}
2025-09-16 14:20:31 | INFO | Message received from author: Alice
2025-09-16 14:20:31 | INFO | Updated author counts: {'Bob': 30, 'Charlie': 25, 'Eve': 30, 'Alice': 30}
2025-09-16 14:20:31 | INFO | Chart updated successfully for message: {"message": "I just loved an app! It was boring.", "author": "Alice"}

2025-09-16 14:20:34 | INFO | Processed JSON message: {'message': 'I just found an app! It was funny.', 'author': 'Charlie'}
2025-09-16 14:20:34 | INFO | Message received from author: Charlie
2025-09-16 14:20:34 | INFO | Updated author counts: {'Bob': 30, 'Charlie': 26, 'Eve': 30, 'Alice': 30}
2025-09-16 14:20:34 | INFO | Chart updated successfully for message: {"message": "I just found an app! It was funny.", "author": "Charlie"}

2025-09-16 14:20:37 | INFO | Processed JSON message: {'message': 'I just tried an app! It was funny.', 'author': 'Charlie'}
2025-09-16 14:20:37 | INFO | Message received from author: Charlie
2025-09-16 14:20:37 | INFO | Updated author counts: {'Bob': 30, 'Charlie': 27, 'Eve': 30, 'Alice': 30}
2025-09-16 14:20:37 | INFO | Chart updated successfully for message: {"message": "I just tried an app! It was funny.", "author": "Charlie"}

2025-09-16 14:20:40 | INFO | Processed JSON message: {'message': 'I just loved a meme! It was weird.', 'author': 'Bob'}
2025-09-16 14:20:40 | INFO | Message received from author: Bob
2025-09-16 14:20:40 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 27, 'Eve': 30, 'Alice': 30}
2025-09-16 14:20:40 | INFO | Chart updated successfully for message: {"message": "I just loved a meme! It was weird.", "author": "Bob"}

2025-09-16 14:20:43 | INFO | Processed JSON message: {'message': 'I just tried a movie! It was amazing.', 'author': 'Charlie'}
2025-09-16 14:20:43 | INFO | Message received from author: Charlie
2025-09-16 14:20:43 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 28, 'Eve': 30, 'Alice': 30}
2025-09-16 14:20:43 | INFO | Chart updated successfully for message: {"message": "I just tried a movie! It was amazing.", "author": "Charlie"}

2025-09-16 14:20:46 | INFO | Processed JSON message: {'message': 'I just loved a story! It was weird.', 'author': 'Eve'}
2025-09-16 14:20:46 | INFO | Message received from author: Eve
2025-09-16 14:20:46 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 28, 'Eve': 31, 'Alice': 30}
2025-09-16 14:20:46 | INFO | Chart updated successfully for message: {"message": "I just loved a story! It was weird.", "author": "Eve"}

2025-09-16 14:20:49 | INFO | Processed JSON message: {'message': 'I just tried a story! It was amazing.', 'author': 'Alice'}
2025-09-16 14:20:49 | INFO | Message received from author: Alice
2025-09-16 14:20:49 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 28, 'Eve': 31, 'Alice': 31}
2025-09-16 14:20:49 | INFO | Chart updated successfully for message: {"message": "I just tried a story! It was amazing.", "author": "Alice"}

2025-09-16 14:20:52 | INFO | Processed JSON message: {'message': 'I just tried a movie! It was boring.', 'author': 'Eve'}
2025-09-16 14:20:52 | INFO | Message received from author: Eve
2025-09-16 14:20:52 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 28, 'Eve': 32, 'Alice': 31}
2025-09-16 14:20:52 | INFO | Chart updated successfully for message: {"message": "I just tried a movie! It was boring.", "author": "Eve"}

2025-09-16 14:20:55 | INFO | Processed JSON message: {'message': 'I just tried a story! It was amazing.', 'author': 'Eve'}
2025-09-16 14:20:55 | INFO | Message received from author: Eve
2025-09-16 14:20:55 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 28, 'Eve': 33, 'Alice': 31}
2025-09-16 14:20:55 | INFO | Chart updated successfully for message: {"message": "I just tried a story! It was amazing.", "author": "Eve"}

2025-09-16 14:20:58 | INFO | Processed JSON message: {'message': 'I just shared a meme! It was amazing.', 'author': 'Charlie'}
2025-09-16 14:20:58 | INFO | Message received from author: Charlie
2025-09-16 14:20:58 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 29, 'Eve': 33, 'Alice': 31}
2025-09-16 14:20:58 | INFO | Chart updated successfully for message: {"message": "I just shared a meme! It was amazing.", "author": "Charlie"}

2025-09-16 14:21:01 | INFO | Processed JSON message: {'message': 'I just found an app! It was weird.', 'author': 'Eve'}
2025-09-16 14:21:01 | INFO | Message received from author: Eve
2025-09-16 14:21:01 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 29, 'Eve': 34, 'Alice': 31}
2025-09-16 14:21:01 | INFO | Chart updated successfully for message: {"message": "I just found an app! It was weird.", "author": "Eve"}

2025-09-16 14:21:02 | INFO | Processed JSON message: {'message': 'I just tried a trick! It was exciting.', 'author': 'Charlie'}
2025-09-16 14:21:02 | INFO | Message received from author: Charlie
2025-09-16 14:21:02 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 30, 'Eve': 34, 'Alice': 31}
2025-09-16 14:21:03 | INFO | Chart updated successfully for message: {"message": "I just tried a trick! It was exciting.", "author": "Charlie"}

2025-09-16 14:21:06 | INFO | Processed JSON message: {'message': 'I just saw a trick! It was exciting.', 'author': 'Charlie'}
2025-09-16 14:21:06 | INFO | Message received from author: Charlie
2025-09-16 14:21:06 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 31, 'Eve': 34, 'Alice': 31}
2025-09-16 14:21:06 | INFO | Chart updated successfully for message: {"message": "I just saw a trick! It was exciting.", "author": "Charlie"}

2025-09-16 14:21:09 | INFO | Processed JSON message: {'message': 'I just saw a story! It was boring.', 'author': 'Charlie'}
2025-09-16 14:21:09 | INFO | Message received from author: Charlie
2025-09-16 14:21:09 | INFO | Updated author counts: {'Bob': 31, 'Charlie': 32, 'Eve': 34, 'Alice': 31}
2025-09-16 14:21:09 | INFO | Chart updated successfully for message: {"message": "I just saw a story! It was boring.", "author": "Charlie"}

2025-09-16 14:21:12 | INFO | Processed JSON message: {'message': 'I just loved a movie! It was amazing.', 'author': 'Bob'}
2025-09-16 14:21:12 | INFO | Message received from author: Bob
2025-09-16 14:21:12 | INFO | Updated author counts: {'Bob': 32, 'Charlie': 32, 'Eve': 34, 'Alice': 31}
2025-09-16 14:21:12 | INFO | Chart updated successfully for message: {"message": "I just loved a movie! It was amazing.", "author": "Bob"}

2025-09-16 14:21:14 | INFO | Processed JSON message: {'message': 'I just saw an app! It was exciting.', 'author': 'Alice'}
2025-09-16 14:21:14 | INFO | Message received from author: Alice
2025-09-16 14:21:14 | INFO | Updated author counts: {'Bob': 32, 'Charlie': 32, 'Eve': 34, 'Alice': 32}
2025-09-16 14:21:15 | INFO | Chart updated successfully for message: {"message": "I just saw an app! It was exciting.", "author": "Alice"}

2025-09-16 14:21:18 | INFO | Processed JSON message: {'message': 'I just saw a meme! It was boring.', 'author': 'Bob'}
2025-09-16 14:21:18 | INFO | Message received from author: Bob
2025-09-16 14:21:18 | INFO | Updated author counts: {'Bob': 33, 'Charlie': 32, 'Eve': 34, 'Alice': 32}
2025-09-16 14:21:18 | INFO | Chart updated successfully for message: {"message": "I just saw a meme! It was boring.", "author": "Bob"}

2025-09-16 14:21:21 | INFO | Processed JSON message: {'message': 'I just saw an app! It was amazing.', 'author': 'Charlie'}
2025-09-16 14:21:21 | INFO | Message received from author: Charlie
2025-09-16 14:21:21 | INFO | Updated author counts: {'Bob': 33, 'Charlie': 33, 'Eve': 34, 'Alice': 32}
2025-09-16 14:21:21 | INFO | Chart updated successfully for message: {"message": "I just saw an app! It was amazing.", "author": "Charlie"}

2025-09-16 14:21:23 | INFO | Processed JSON message: {'message': 'I just loved a trick! It was funny.', 'author': 'Alice'}
2025-09-16 14:21:23 | INFO | Message received from author: Alice
2025-09-16 14:21:24 | INFO | Updated author counts: {'Bob': 33, 'Charlie': 33, 'Eve': 34, 'Alice': 33}
2025-09-16 14:21:24 | INFO | Chart updated successfully for message: {"message": "I just loved a trick! It was funny.", "author": "Alice"}

2025-09-16 14:21:27 | INFO | Processed JSON message: {'message': 'I just saw an app! It was boring.', 'author': 'Alice'}
2025-09-16 14:21:27 | INFO | Message received from author: Alice
2025-09-16 14:21:27 | INFO | Updated author counts: {'Bob': 33, 'Charlie': 33, 'Eve': 34, 'Alice': 34}
2025-09-16 14:21:27 | INFO | Chart updated successfully for message: {"message": "I just saw an app! It was boring.", "author": "Alice"}

2025-09-16 14:21:30 | INFO | Processed JSON message: {'message': 'I just loved a trick! It was boring.', 'author': 'Alice'}
2025-09-16 14:21:30 | INFO | Message received from author: Alice
2025-09-16 14:21:30 | INFO | Updated author counts: {'Bob': 33, 'Charlie': 33, 'Eve': 34, 'Alice': 35}
2025-09-16 14:21:30 | INFO | Chart updated successfully for message: {"message": "I just loved a trick! It was boring.", "author": "Alice"}

2025-09-16 14:21:32 | INFO | Processed JSON message: {'message': 'I just loved an app! It was exciting.', 'author': 'Alice'}
2025-09-16 14:21:32 | INFO | Message received from author: Alice
2025-09-16 14:21:32 | INFO | Updated author counts: {'Bob': 33, 'Charlie': 33, 'Eve': 34, 'Alice': 36}
2025-09-16 14:21:32 | INFO | Chart updated successfully for message: {"message": "I just loved an app! It was exciting.", "author": "Alice"}

2025-09-16 14:21:34 | INFO | Processed JSON message: {'message': 'I just found a meme! It was funny.', 'author': 'Charlie'}
2025-09-16 14:21:34 | INFO | Message received from author: Charlie
2025-09-16 14:21:34 | INFO | Updated author counts: {'Bob': 33, 'Charlie': 34, 'Eve': 34, 'Alice': 36}
2025-09-16 14:21:34 | INFO | Chart updated successfully for message: {"message": "I just found a meme! It was funny.", "author": "Charlie"}

2025-09-16 14:21:37 | INFO | Processed JSON message: {'message': 'I just shared a story! It was weird.', 'author': 'Bob'}
2025-09-16 14:21:37 | INFO | Message received from author: Bob
2025-09-16 14:21:37 | INFO | Updated author counts: {'Bob': 34, 'Charlie': 34, 'Eve': 34, 'Alice': 36}
2025-09-16 14:21:38 | INFO | Chart updated successfully for message: {"message": "I just shared a story! It was weird.", "author": "Bob"}

2025-09-16 14:21:41 | INFO | Processed JSON message: {'message': 'I just shared a story! It was amazing.', 'author': 'Charlie'}
2025-09-16 14:21:41 | INFO | Message received from author: Charlie
2025-09-16 14:21:41 | INFO | Updated author counts: {'Bob': 34, 'Charlie': 35, 'Eve': 34, 'Alice': 36}
2025-09-16 14:21:41 | INFO | Chart updated successfully for message: {"message": "I just shared a story! It was amazing.", "author": "Charlie"}

2025-09-16 14:21:44 | INFO | Processed JSON message: {'message': 'I just shared a movie! It was exciting.', 'author': 'Alice'}
2025-09-16 14:21:44 | INFO | Message received from author: Alice
2025-09-16 14:21:44 | INFO | Updated author counts: {'Bob': 34, 'Charlie': 35, 'Eve': 34, 'Alice': 37}
2025-09-16 14:21:44 | INFO | Chart updated successfully for message: {"message": "I just shared a movie! It was exciting.", "author": "Alice"}

2025-09-16 14:21:46 | INFO | Processed JSON message: {'message': 'I just saw a movie! It was boring.', 'author': 'Alice'}
2025-09-16 14:21:46 | INFO | Message received from author: Alice
2025-09-16 14:21:46 | INFO | Updated author counts: {'Bob': 34, 'Charlie': 35, 'Eve': 34, 'Alice': 38}
2025-09-16 14:21:46 | INFO | Chart updated successfully for message: {"message": "I just saw a movie! It was boring.", "author": "Alice"}

2025-09-16 14:21:49 | INFO | Processed JSON message: {'message': 'I just tried a story! It was funny.', 'author': 'Eve'}
2025-09-16 14:21:49 | INFO | Message received from author: Eve
2025-09-16 14:21:49 | INFO | Updated author counts: {'Bob': 34, 'Charlie': 35, 'Eve': 35, 'Alice': 38}
2025-09-16 14:21:50 | INFO | Chart updated successfully for message: {"message": "I just tried a story! It was funny.", "author": "Eve"}

2025-09-16 14:21:53 | INFO | Processed JSON message: {'message': 'I just found a movie! It was amazing.', 'author': 'Eve'}
2025-09-16 14:21:53 | INFO | Message received from author: Eve
2025-09-16 14:21:53 | INFO | Updated author counts: {'Bob': 34, 'Charlie': 35, 'Eve': 36, 'Alice': 38}
2025-09-16 14:21:53 | INFO | Chart updated successfully for message: {"message": "I just found a movie! It was amazing.", "author": "Eve"}

2025-09-16 14:21:56 | INFO | Processed JSON message: {'message': 'I just loved a story! It was funny.', 'author': 'Bob'}
2025-09-16 14:21:56 | INFO | Message received from author: Bob
2025-09-16 14:21:56 | INFO | Updated author counts: {'Bob': 35, 'Charlie': 35, 'Eve': 36, 'Alice': 38}
2025-09-16 14:21:56 | INFO | Chart updated successfully for message: {"message": "I just loved a story! It was funny.", "author": "Bob"}

2025-09-16 14:21:58 | INFO | Processed JSON message: {'message': 'I just tried an app! It was amazing.', 'author': 'Charlie'}
2025-09-16 14:21:58 | INFO | Message received from author: Charlie
2025-09-16 14:21:58 | INFO | Updated author counts: {'Bob': 35, 'Charlie': 36, 'Eve': 36, 'Alice': 38}
2025-09-16 14:21:58 | INFO | Chart updated successfully for message: {"message": "I just tried an app! It was amazing.", "author": "Charlie"}

2025-09-16 14:22:01 | INFO | Processed JSON message: {'message': 'I just found a movie! It was exciting.', 'author': 'Alice'}
2025-09-16 14:22:01 | INFO | Message received from author: Alice
2025-09-16 14:22:01 | INFO | Updated author counts: {'Bob': 35, 'Charlie': 36, 'Eve': 36, 'Alice': 39}
2025-09-16 14:22:01 | INFO | Chart updated successfully for message: {"message": "I just found a movie! It was exciting.", "author": "Alice"}

2025-09-16 14:22:03 | INFO | Processed JSON message: {'message': 'I just loved a trick! It was funny.', 'author': 'Alice'}
2025-09-16 14:22:03 | INFO | Message received from author: Alice
2025-09-16 14:22:03 | INFO | Updated author counts: {'Bob': 35, 'Charlie': 36, 'Eve': 36, 'Alice': 40}
2025-09-16 14:22:04 | INFO | Chart updated successfully for message: {"message": "I just loved a trick! It was funny.", "author": "Alice"}

2025-09-16 14:22:07 | INFO | Processed JSON message: {'message': 'I just saw a trick! It was boring.', 'author': 'Bob'}
2025-09-16 14:22:07 | INFO | Message received from author: Bob
2025-09-16 14:22:07 | INFO | Updated author counts: {'Bob': 36, 'Charlie': 36, 'Eve': 36, 'Alice': 40}
2025-09-16 14:22:07 | INFO | Chart updated successfully for message: {"message": "I just saw a trick! It was boring.", "author": "Bob"}

2025-09-16 14:22:09 | INFO | Processed JSON message: {'message': 'I just found a story! It was boring.', 'author': 'Eve'}
2025-09-16 14:22:09 | INFO | Message received from author: Eve
2025-09-16 14:22:09 | INFO | Updated author counts: {'Bob': 36, 'Charlie': 36, 'Eve': 37, 'Alice': 40}
2025-09-16 14:22:09 | INFO | Chart updated successfully for message: {"message": "I just found a story! It was boring.", "author": "Eve"}

2025-09-16 14:22:12 | INFO | Processed JSON message: {'message': 'I just shared a trick! It was funny.', 'author': 'Eve'}
2025-09-16 14:22:12 | INFO | Message received from author: Eve
2025-09-16 14:22:12 | INFO | Updated author counts: {'Bob': 36, 'Charlie': 36, 'Eve': 38, 'Alice': 40}
2025-09-16 14:22:13 | INFO | Chart updated successfully for message: {"message": "I just shared a trick! It was funny.", "author": "Eve"}

2025-09-16 14:22:16 | INFO | Processed JSON message: {'message': 'I just saw an app! It was funny.', 'author': 'Alice'}
2025-09-16 14:22:16 | INFO | Message received from author: Alice
2025-09-16 14:22:16 | INFO | Updated author counts: {'Bob': 36, 'Charlie': 36, 'Eve': 38, 'Alice': 41}
2025-09-16 14:22:16 | INFO | Chart updated successfully for message: {"message": "I just saw an app! It was funny.", "author": "Alice"}

2025-09-16 14:22:18 | INFO | Processed JSON message: {'message': 'I just loved a story! It was exciting.', 'author': 'Bob'}
2025-09-16 14:22:18 | INFO | Message received from author: Bob
2025-09-16 14:22:18 | INFO | Updated author counts: {'Bob': 37, 'Charlie': 36, 'Eve': 38, 'Alice': 41}
2025-09-16 14:22:18 | INFO | Chart updated successfully for message: {"message": "I just loved a story! It was exciting.", "author": "Bob"}

2025-09-16 14:22:21 | INFO | Processed JSON message: {'message': 'I just loved a movie! It was funny.', 'author': 'Bob'}
2025-09-16 14:22:21 | INFO | Message received from author: Bob
2025-09-16 14:22:21 | INFO | Updated author counts: {'Bob': 38, 'Charlie': 36, 'Eve': 38, 'Alice': 41}
2025-09-16 14:22:22 | INFO | Chart updated successfully for message: {"message": "I just loved a movie! It was funny.", "author": "Bob"}

2025-09-16 14:22:25 | INFO | Processed JSON message: {'message': 'I just saw a movie! It was weird.', 'author': 'Alice'}
2025-09-16 14:22:25 | INFO | Message received from author: Alice
2025-09-16 14:22:25 | INFO | Updated author counts: {'Bob': 38, 'Charlie': 36, 'Eve': 38, 'Alice': 42}
2025-09-16 14:22:25 | INFO | Chart updated successfully for message: {"message": "I just saw a movie! It was weird.", "author": "Alice"}

2025-09-16 14:22:27 | INFO | Processed JSON message: {'message': 'I just found an app! It was amazing.', 'author': 'Bob'}
2025-09-16 14:22:27 | INFO | Message received from author: Bob
2025-09-16 14:22:27 | INFO | Updated author counts: {'Bob': 39, 'Charlie': 36, 'Eve': 38, 'Alice': 42}
2025-09-16 14:22:27 | INFO | Chart updated successfully for message: {"message": "I just found an app! It was amazing.", "author": "Bob"}

2025-09-16 14:22:30 | INFO | Processed JSON message: {'message': 'I just shared an app! It was funny.', 'author': 'Bob'}
2025-09-16 14:22:30 | INFO | Message received from author: Bob
2025-09-16 14:22:30 | INFO | Updated author counts: {'Bob': 40, 'Charlie': 36, 'Eve': 38, 'Alice': 42}
2025-09-16 14:22:30 | INFO | Chart updated successfully for message: {"message": "I just shared an app! It was funny.", "author": "Bob"}

2025-09-16 14:22:34 | INFO | Processed JSON message: {'message': 'I just loved an app! It was funny.', 'author': 'Eve'}
2025-09-16 14:22:34 | INFO | Message received from author: Eve
2025-09-16 14:22:34 | INFO | Updated author counts: {'Bob': 40, 'Charlie': 36, 'Eve': 39, 'Alice': 42}
2025-09-16 14:22:34 | INFO | Chart updated successfully for message: {"message": "I just loved an app! It was funny.", "author": "Eve"}

2025-09-16 14:22:35 | INFO | Processed JSON message: {'message': 'I just shared a meme! It was exciting.', 'author': 'Bob'}
2025-09-16 14:22:35 | INFO | Message received from author: Bob
2025-09-16 14:22:35 | INFO | Updated author counts: {'Bob': 41, 'Charlie': 36, 'Eve': 39, 'Alice': 42}
2025-09-16 14:22:35 | INFO | Chart updated successfully for message: {"message": "I just shared a meme! It was exciting.", "author": "Bob"}

2025-09-16 14:22:38 | INFO | Processed JSON message: {'message': 'I just tried a story! It was amazing.', 'author': 'Eve'}
